TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";"VALPROATO DE S?DIO";"21/06/2004";"GEN?RICO";105830319;"01/06/2019";"25351042178200320";"ANTICONVULSIVANTES";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALPROATO DE S?DIO (PORT 344/98 - LISTA C1)";"24/08/2004";"GEN?RICO";135690222;"01/08/2009";"25351042893200362";"ANTICONVULSIVANTES";"00923140000131 - EMS SIGMA PHARMA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSACOR";"27/12/2010";"SIMILAR";167730169;"01/12/2020";"25351249118201081";"ANTI-HIPERTENSIVOS SIMPLES";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSACOR";"12/12/2016";"SIMILAR";167730483;"01/12/2026";"25351533467201577";"ANTI-HIPERTENSIVOS SIMPLES";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSACOR DUO";"25/11/2013";"SIMILAR";167730395;"01/11/2018";"25351443583201201";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSACOR DUO";"09/01/2017";"SIMILAR";167730505;"01/01/2027";"25351434007201648";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"BESILATO DE ANLODIPINO +  VALSARTANA"
"MEDICAMENTO";"VALSACOR HCT";"30/01/2012";"SIMILAR";167730360;"01/01/2022";"25351145300201142";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSACOR HCT";"25/09/2017";"GEN?RICO";167730567;"01/09/2027";"25351132682201716";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"HIDROCLOROTIAZIDA +  VALSARTANA"
"MEDICAMENTO";"VALSARTAN";"01/11/1999";"SIMILAR";101550214;"01/10/2004";"250000169069990";"ANTI-HIPERTENSIVOS";"60726692000181 - MARJAN IND?STRIA E COM?RCIO LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"20/12/2010";"GEN?RICO";101810604;"01/12/2020";"25351421313201042";"ANTI-HIPERTENSIVOS SIMPLES";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"27/12/2010";"GEN?RICO";102351012;"01/12/2025";"25351160931201006";"ANTI-HIPERTENSIVOS SIMPLES";"57507378000365 - EMS S/A";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSARTANA";"27/12/2010";"GEN?RICO";105830707;"01/12/2020";"25351241028201091";"ANTI-HIPERTENSIVOS SIMPLES";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"27/12/2010";"GEN?RICO";167730168;"01/12/2020";"25351245302201015";"ANTI-HIPERTENSIVOS SIMPLES";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"28/03/2011";"GEN?RICO";113001111;"01/03/2016";"25351057138201110";"ANTI-HIPERTENSIVOS SIMPLES";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"30/08/2011";"GEN?RICO";126750132;"01/08/2021";"25351107369201130";"ANTI-HIPERTENSIVOS SIMPLES";"72593791000111 - NOVA QUIMICA FARMAC?UTICA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"26/09/2011";"GEN?RICO";100470504;"01/09/2016";"25351285312200910";"ANTI-HIPERTENSIVOS SIMPLES";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"09/04/2012";"SIMILAR";116180243;"01/04/2017";"25351428585201043";"ANTI-HIPERTENSIVOS";"60318797000100 - ASTRAZENECA DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"23/04/2012";"GEN?RICO";104920198;"01/04/2022";"25351587870201045";"ANTI-HIPERTENSIVOS SIMPLES";"33150764000112 - BIOLAB FARMA GENERICOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"28/05/2012";"GEN?RICO";112130445;"01/05/2017";"25351777666201044";"ANTI-HIPERTENSIVOS SIMPLES";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"23/09/2013";"GEN?RICO";155840416;"01/09/2028";"25351596243201171";"ANTI-HIPERTENSIVOS SIMPLES";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSARTANA";"04/11/2013";"GEN?RICO";100431092;"01/11/2018";"25351380275201293";"ANTI-HIPERTENSIVOS SIMPLES";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"27/04/2015";"GEN?RICO";183260080;"01/12/2025";"25351696343201452";"ANTI-HIPERTENSIVOS SIMPLES";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"25/05/2015";"GEN?RICO";100431125;;"25351711338201445";"ANTI-HIPERTENSIVOS SIMPLES";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"23/11/2015";"GEN?RICO";100470570;"01/11/2025";"25351614836201441";"ANTI-HIPERTENSIVOS SIMPLES";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA";"12/12/2016";"GEN?RICO";105830842;"01/12/2026";"25351523482201515";"ANTI-HIPERTENSIVOS SIMPLES";"45992062000165 - GERMED FARMACEUTICA LTDA";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSARTANA";"12/12/2016";"GEN?RICO";126750241;"01/12/2026";"25351523454201590";"ANTI-HIPERTENSIVOS SIMPLES";"72593791000111 - NOVA QUIMICA FARMAC?UTICA S/A";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSARTANA";"12/12/2016";"GEN?RICO";167730484;"01/12/2026";"25351533502201558";"ANTI-HIPERTENSIVOS SIMPLES";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"VALSARTANA"
"MEDICAMENTO";"VALSARTANA + BESILATO DE ANLODIPINO";"25/11/2013";"GEN?RICO";105830770;"01/11/2018";"25351447509201214";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA + HIDROCLOROTIAZIDA";"12/12/2011";"GEN?RICO";105250053;"01/12/2026";"25351529986200910";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"33078528000132 - TORRENT DO BRASIL LTDA";"V?LIDO";"HIDROCLOROTIAZIDA +  VALSARTANA"
"MEDICAMENTO";"VALSARTANA + HIDROCLOROTIAZIDA";"23/03/2015";"GEN?RICO";135170020;"01/03/2020";"25351712025201271";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"48344725000719 - ALTHAIA S.A IND?STRIA FARMAC?UTICA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA + HIDROCLOROTIAZIDA + BESILATO DE ANLODIPINO";"10/08/2015";"GEN?RICO";135170024;"01/08/2020";"25351385797201392";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"48344725000719 - ALTHAIA S.A IND?STRIA FARMAC?UTICA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"02/01/2012";"GEN?RICO";105830743;"01/01/2022";"25351136295201147";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"30/01/2012";"GEN?RICO";126750145;"01/01/2022";"25351252658201159";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"72593791000111 - NOVA QUIMICA FARMAC?UTICA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"30/01/2012";"GEN?RICO";135690652;"01/01/2017";"25351174574201173";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"00923140000131 - EMS SIGMA PHARMA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"13/02/2012";"GEN?RICO";102351055;"01/02/2027";"25351134033201164";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"57507378000365 - EMS S/A";"V?LIDO";"HIDROCLOROTIAZIDA +  VALSARTANA"
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"15/10/2012";"GEN?RICO";137640131;"01/10/2017";"25351471810201126";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"02433631000120 - ASPEN PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"05/01/2015";"GEN?RICO";100431106;"01/01/2020";"25351498485201201";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"06/07/2015";"GEN?RICO";123520234;"01/07/2025";"25351005473201114";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"73663650000190 - RANBAXY FARMAC?UTICA LTDA";"V?LIDO";"HIDROCLOROTIAZIDA +  VALSARTANA"
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"12/03/2018";"GEN?RICO";112130495;"01/03/2023";"25351338202201163";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA";"18/02/2019";"GEN?RICO";105730660;"01/03/2028";"25351860629201890";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"V?LIDO";"HIDROCLOROTIAZIDA +  VALSARTANA"
"MEDICAMENTO";"VALSARTANA+HIDROCLOROTIAZIDA+BESILATO DE ANLODIPINO";"28/09/2015";"GEN?RICO";100431161;"01/09/2020";"25351422979201367";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSARTE HCT";"09/02/2000";"SIMILAR";101550220;"01/02/2005";"250000201569913";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"60726692000181 - MARJAN IND?STRIA E COM?RCIO LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSAVAN";"05/04/2001";"SIMILAR";100470295;"01/04/2006";"253510242700011";"ANTI-HIPERTENSIVOS SIMPLES";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALSAVAN HCT";"07/05/2001";"SIMILAR";100470304;"01/05/2006";"253510236160019";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTANA";"04/11/2013";"SIMILAR";194270001;"01/11/2018";"25351508940201366";"ANTI-HIPERTENSIVOS SIMPLES";"14806008000154 - MOMENTA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTANA";"20/10/2015";"SIMILAR";194270029;"01/10/2020";"25351674020201476";"ANTI-HIPERTENSIVOS SIMPLES";"14806008000154 - MOMENTA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTANA H";"08/09/2015";"SIMILAR";194270019;"01/09/2020";"25351568123201383";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"14806008000154 - MOMENTA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTANA TRIPLO";"03/11/2015";"SIMILAR";194270034;"01/11/2020";"25351692894201356";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"14806008000154 - MOMENTA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTREX";"19/02/2002";"NOVO";100250087;"01/09/2005";"250000159799413";"ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)";"33172560000182 - GLAXO WELLCOME S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTREX";"05/06/2003";"NOVO";101070174;"01/09/2025";"25351027090200388";"ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"V?LIDO";"CLORIDRATO DE VALACICLOVIR"
"MEDICAMENTO";"VALTRIAN";"18/09/2003";"SIMILAR";101810461;"01/09/2018";"25351012868200354";"ANTI-HIPERTENSIVOS SIMPLES";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTRIAN";"27/04/2015";"SIMILAR";183260081;"01/09/2028";"25351696524201467";"ANTI-HIPERTENSIVOS SIMPLES";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTRIAN HCT";"07/07/2008";"SIMILAR";101810565;"01/07/2018";"25351093117200835";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VALTRIAN HCT";"11/05/2015";"SIMILAR";183260112;"01/07/2028";"25351688544201411";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"HIDROCLOROTIAZIDA +  LOSARTANA POT?SSICA"
"MEDICAMENTO";"VALYANNE";"22/04/2013";"FITOTER?PICO";154230196;"01/04/2028";"25351782412201181";"FITOTERAPICO SIMPLES";"03485572000104 - GEOLAB IND?STRIA FARMAC?UTICA S/A";"V?LIDO";"VALERIANA OFFICINALIS L."
"MEDICAMENTO";"VAMISOL";"05/01/2001";"SIMILAR";101910280;"01/01/2006";"250000200579761";"ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL";"61517397000188 - THERASKIN FARMACEUTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCEL";"19/06/2002";"SIMILAR";101620231;"01/06/2017";"250000098049908";"ANTINEOPLASICO";"33051491000159 - LABORAT?RIOS PIERRE FABRE DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCLOMIN";"04/09/1997";"SIMILAR";103700230;"01/09/2007";"250000003169684";"ANTIBIOTICOS SISTEMICOS SIMPLES";"17159229000176 - LABORAT?RIO TEUTO BRASILEIRO S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCO - MAX";"09/04/2001";"SIMILAR";112830046;"01/06/2007";"250000293369673";"ANTIBIOTICOS SISTEMICOS SIMPLES";"52208733000110 - LABORAT?RIO ITAFARMA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOABBOTT";"26/10/2001";"SIMILAR";105530211;"01/09/2011";"250000236769617";"ANTIBIOTICOS SISTEMICOS SIMPLES";"56998701000116 - ABBOTT LABORAT?RIOS DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOCID";"30/12/1996";"SIMILAR";100630157;"01/12/2011";"250000121079600";"ANTIBIOTICOS SISTEMICOS SIMPLES";"33258401000103 - INSTITUTO BIOCHIMICO IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOCINA CP";"27/02/1997";"NOVO";112600013;"01/10/2004";"2599100853878";"ANTIBIOTICOS SISTEMICOS SIMPLES";"43940618000144 - ELI LILLY DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOCINA CP";"13/08/2003";"NOVO";155620005;"01/10/2029";"25351042428200321";"ANTIBIOTICOS SISTEMICOS SIMPLES";"05439635000103 - ANTIBI?TICOS DO BRASIL LTDA";"V?LIDO";"CLORIDRATO DE VANCOMICINA"
"MEDICAMENTO";"VANCOMICINA";"08/03/1996";"SIMILAR";100430579;"01/03/2001";"250000238099520";"ANTIBIOTICOS SISTEMICOS SIMPLES";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOMICINA";"17/10/1996";"SIMILAR";121100093;"01/10/2001";"250000098759433";"ANTIBIOTICOS SISTEMICOS SIMPLES";"61072393000133 - WYETH IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOMICINA";"14/05/1997";"SIMILAR";131040001;"01/05/2002";"2500000057297";"ANTIBIOTICOS SISTEMICOS SIMPLES";"01012532000101 - BIOFAR LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOMICINA CLORIDRATO";"18/11/1997";"SIMILAR";112600047;"01/07/2001";"250000045659540";"ANTIBIOTICOS SISTEMICOS SIMPLES";"43940618000144 - ELI LILLY DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCONORTH";"01/03/1999";"SIMILAR";126030014;"01/03/2009";"250000124009777";"ANTIBIOTICOS SISTEMICOS SIMPLES";"74019670000196 - ?TACA LABORAT?RIOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOPLUS";"26/10/2001";"SIMILAR";104080039;"01/10/2006";"250000141759461";"POLIPEPTIDEOS ANTIBIOTICOS";"46385514000103 - ROYTON QU?MICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOSON";"22/10/1997";"SIMILAR";102700083;"01/10/2012";"250000229859606";"ANTIBIOTICOS SISTEMICOS SIMPLES";"61391769000172 - ARISTON INDUSTRIAS QUIMICAS E FARMACEUTICAS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOSON";"26/09/2011";;189000017;"01/10/2017";"25351382370201105";"ANTIBIOTICOS SISTEMICOS SIMPLES";"13382686000174 - ARISTON IND?STRIAS QU?MICAS E FARMAC?UTICAS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANCOSON";"12/08/2013";"SIMILAR";116370114;"01/10/2027";"25351325060201331";"ANTIBIOTICOS SISTEMICOS SIMPLES";"58430828000160 - BLAU FARMAC?UTICA S.A.";"V?LIDO";"CLORIDRATO DE VANCOMICINA"
"MEDICAMENTO";"VANCOTRAT";"01/11/1996";"SIMILAR";104970242;"01/11/2026";"250000043559688";"ANTIBIOTICOS SISTEMICOS SIMPLES";"60665981000118 - UNI?O QU?MICA FARMAC?UTICA NACIONAL S/A";"V?LIDO";"CLORIDRATO DE VANCOMICINA"
"MEDICAMENTO";"VANISTO";"20/06/2016";"NOVO";101070323;"01/06/2026";"25351141849201497";"BRONCODILATADORES";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"V?LIDO";"BROMETO DE UMECLID?NIO"
"MEDICAMENTO";"VANIXOL";"30/01/2017";;121100342;"01/01/2022";"25351420364201121";"ANTIBIOTICOS SISTEMICOS SIMPLES";"61072393000133 - WYETH IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VANNAIR";"15/06/2009";"NOVO";116180234;"01/06/2029";"25351032189200974";"ANTIASMATICOS";"60318797000100 - ASTRAZENECA DO BRASIL LTDA";"V?LIDO";"BUDESONIDA +  FUMARATO DE FORMOTEROL DI-HIDRATADO"
"MEDICAMENTO";"VANTIL";"03/02/2000";"SIMILAR";104810074;"01/02/2025";"250000212259708";"ANTINFLAMATORIOS";"48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA";"V?LIDO";"IBUPROFENO"
"MEDICAMENTO";"VAQTA";"09/08/1999";"NOVO";100290030;"01/09/2027";"250000258839634";"VACINAS";"45987013000134 - ORGANON FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VAQTA";"03/01/2022";"NOVO";101710219;"01/09/2027";"25351362063202131";"VACINAS";"03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.";"V?LIDO";"V?RUS DA HEPATITE A PURIFICADO INATIVADO"
"MEDICAMENTO";"VAREGRIP";"02/04/2000";"SIMILAR";100380014;"01/04/2005";"2599202044372";"PRODUTO P.TERAPIA SINTOMATICA DA GRIPE";"46179008000168 - BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARFAN";"29/04/1996";"SIMILAR";102980158;"01/04/2006";"250000068948912";"ANTICOAGULANTES";"44734671000151 - CRIST?LIA PRODUTOS QU?MICOS FARMAC?UTICOS LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARFARINA SODICA";"23/08/1996";"SIMILAR";100440126;"01/08/2001";"250000056739639";"ANTICOAGULANTES";"60633328000177 - RHODIA FARMA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARICAPS AH";"28/09/2020";"FITOTER?PICO";106890204;"01/09/2030";"25351599900201961";"ANTIVARICOSOS DE ACAO SISTEMICA";"92695691000103 - KLEY HERTZ FARMACEUTICA S.A";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARICELL";"12/07/2001";"SIMILAR";108970011;"01/07/2006";"253510205180093";"ANTIVARICOSOS DE ACAO SISTEMICA";"61158267000104 - EVERSIL PRODUTOS FARMAC?UTICOS IND?STRIA E COM?RCIO LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARICELL";"13/10/2020";"FITOTER?PICO";156200024;"01/10/2030";"25351723435201995";"ANTIVARICOSOS DE ACAO SISTEMICA";"03993167000199 - VIDFARMA IND?STRIA DE MEDICAMENTOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARICELL";"27/12/2021";"FITOTER?PICO";103900218;"01/10/2030";"25351303293202168";"ANTIVARICOSOS DE ACAO SISTEMICA";"33349473000158 - FARMOQU?MICA S/A";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARICELL PHYTO";"05/05/2014";"FITOTER?PICO";156200022;"01/05/2029";"25351699537201173";"ANTIVARICOSOS DE ACAO SISTEMICA";"03993167000199 - VIDFARMA IND?STRIA DE MEDICAMENTOS LTDA";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARICOSS";"03/10/2005";"ESPEC?FICO";115600158;"01/10/2025";"25351018529200381";"ANTIVARICOSOS DE ACAO SISTEMICA";"17562075000169 - CIFARMA CIENT?FICA FARMAC?UTICA LTDA";"V?LIDO";"CUMARINA +  TROXERRUTINA"
"MEDICAMENTO";"VARIFLUX";"27/03/2017";"ESPEC?FICO";115600191;"01/03/2027";"25351452042201475";"ANTIVARICOSOS DE ACAO SISTEMICA";"17562075000169 - CIFARMA CIENT?FICA FARMAC?UTICA LTDA";"V?LIDO";"DIOSMINA +  HESPERIDINA"
"MEDICAMENTO";"VARIHERB";"17/03/2003";"FITOTER?PICO";138100013;"01/03/2028";"253510015930253";"ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES";"94022654000160 - LABORATORIO QUIMICO FARMACEUTICO TIARAJU LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARIHERB";"27/07/2020";"FITOTER?PICO";105730740;"01/03/2028";"25351107592202092";"ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARIKROMO";"30/07/1990";"SIMILAR";104430049;"01/07/2010";"2502500587870";"ESCLEROSANTES E COAGULANTES";"92670801000182 - GEYER MEDICAMENTOS S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARILESS BIONATUS";"05/09/2002";"FITOTER?PICO";120090022;"01/09/2027";"250000119719206";"ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES";"68032192000151 - BIONATUS LABORAT?RIO BOT?NICO LTDA";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARILISE";"10/12/2001";"FITOTER?PICO";118610088;"01/11/2010";"253510240240013";"ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES";"64088172000141 - ATIVUS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARILRIX";"14/10/1998";"NOVO";101070121;"01/10/2038";"250000327819684";"VACINAS";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"V?LIDO";"V?RUS DA VARICELA -ZOSTER"
"MEDICAMENTO";"VARIMED";"22/01/1975";"DINAMIZADO";102660028;"01/01/2025";"2599201591874";"ASSOCIACAO HOMEOPATICAS";"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"VARINATI";"14/10/2013";"FITOTER?PICO";117170076;"01/10/2028";"25351252700201388";"ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES";"25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
"MEDICAMENTO";"VARISBEM";"08/07/2019";"FITOTER?PICO";104730041;"01/07/2029";"25351581834201607";"FITOTERAPICO SIMPLES";"92762277000170 - VIDORA FARMAC?UTICA LTDA";"V?LIDO";"AESCULUS HIPPOCASTANUM L."
